SID,DAY,OPENINGTIME,CLOSINGTIME
479,4,9:15,20:00
479,5,6:15,17:45
479,6,5:45,18:45
480,0,5:30,18:30
480,1,5:30,18:30
480,2,11:00,21:45
480,6,11:00,21:45
480,3,15:30,23:59
480,4,00:00,1:00
480,4,8:30,21:30
480,5,11:45,18:00
481,0,00:00,23:59
481,2,11:30,18:45
481,1,10:45,17:30
481,3,6:15,14:30
481,4,6:15,14:30
481,5,6:15,14:30
481,6,13:30,22:45
482,0,7:15,12:00
482,1,8:30,22:15
482,2,15:45,20:00
482,3,9:15,20:45
482,4,11:00,13:30
482,5,15:00,16:30
482,6,16:45,18:45
483,0,15:45,21:00
483,1,13:15,16:45
483,2,7:45,13:30
483,5,7:45,13:30
483,3,10:30,23:15
483,4,11:30,16:00
483,6,8:30,16:45
484,0,00:00,23:59
484,2,6:45,12:00
484,1,5:30,16:45
484,4,5:30,16:45
484,3,8:15,23:59
484,4,00:00,3:15
484,5,16:15,19:45
484,6,13:45,23:59
484,0,00:00,12:45
485,0,12:30,15:00
485,1,12:30,15:00
485,2,6:00,16:45
485,3,10:45,23:59
485,4,00:00,1:15
485,5,10:45,23:59
485,6,00:00,1:15
485,4,7:00,18:30
485,6,7:00,18:30
486,4,00:00,23:59
486,5,00:00,23:59
486,6,00:00,23:59
486,2,12:45,22:30
486,1,12:45,13:00
486,3,12:45,13:00
487,0,8:15,14:45
487,2,10:00,20:30
487,3,17:30,23:59
487,4,00:00,2:30
487,6,15:30,20:15
488,0,00:00,23:59
488,3,7:15,23:59
488,4,00:00,1:00
488,1,8:15,11:30
488,2,16:45,19:00
488,4,16:45,19:00
488,5,7:00,16:30
488,6,10:30,17:45
489,0,6:00,8:00
489,1,13:45,22:30
489,2,16:00,20:00
489,3,13:30,17:15
489,4,14:15,22:00
489,6,14:15,22:00
489,5,10:30,19:45
490,0,6:15,13:15
490,1,6:15,13:15
490,2,17:00,20:00
490,3,13:15,23:45
490,4,13:15,23:45
490,5,13:15,23:30
490,6,11:15,15:15
491,0,17:30,23:59
491,1,00:00,2:45
491,1,7:00,22:30
491,3,7:00,22:30
491,2,13:00,23:59
491,3,00:00,3:30
491,4,10:30,17:00
491,5,7:00,23:15
491,6,17:30,23:59
491,0,00:00,3:15
492,0,00:00,23:59
492,1,00:00,23:59
492,3,7:15,15:00
492,2,9:00,10:15
492,4,5:30,13:15
492,5,12:00,16:15
492,6,10:15,23:59
492,0,00:00,2:30
493,0,10:00,23:15
493,1,5:15,15:45
493,2,8:30,23:59
493,3,00:00,3:45
493,3,7:30,10:15
493,4,6:00,23:59
493,5,00:00,2:00
493,5,16:30,20:45
493,6,13:15,19:00
494,0,00:00,23:59
494,3,16:45,19:00
494,5,6:00,9:00
494,6,16:00,21:45
495,0,00:00,23:59
495,4,5:45,12:30
495,1,12:45,13:45
495,2,12:15,13:30
495,3,7:15,12:15
495,5,15:15,21:45
495,6,12:45,15:45
496,0,00:00,23:59
496,2,8:30,9:15
496,3,5:30,23:15
496,6,6:30,23:45
497,0,00:00,23:59
497,2,13:30,23:59
497,3,00:00,12:30
497,1,7:00,13:00
497,3,7:15,23:59
497,4,00:00,3:00
497,4,17:15,19:15
497,5,9:30,23:00
497,6,15:00,23:59
497,0,00:00,2:45
498,0,00:00,23:59
498,3,00:00,23:59
498,2,16:30,17:45
498,1,9:45,11:00
498,5,9:45,11:00
498,4,5:30,12:15
498,6,16:00,19:45
499,0,12:15,23:59
499,1,00:00,1:00
499,1,14:30,18:30
499,2,11:45,23:59
499,3,00:00,3:45
499,3,5:00,18:45
499,4,11:45,14:45
499,5,17:00,18:30
499,6,6:30,23:59
499,0,00:00,1:45
500,6,6:15,17:30
500,1,11:15,23:59
500,2,00:00,1:15
500,2,17:15,21:30
500,3,13:15,23:59
500,4,00:00,3:15
500,4,16:15,23:59
500,5,00:00,2:30
500,5,9:00,10:30
501,0,00:00,23:59
501,2,7:45,14:45
501,1,7:45,23:59
501,2,00:00,3:15
501,5,7:45,23:59
501,6,00:00,3:15
501,3,13:15,23:59
501,4,00:00,2:00
501,4,8:15,11:15
501,6,8:45,15:30
502,0,00:00,23:59
502,3,12:00,14:30
502,1,8:15,23:45
502,4,8:15,23:45
502,2,14:00,17:00
502,5,6:00,23:59
502,6,00:00,2:30
502,6,14:30,23:59
502,0,00:00,3:00
503,0,00:00,23:59
503,3,7:30,10:00
503,1,14:45,20:45
503,2,9:15,14:15
503,4,14:15,23:59
503,5,00:00,1:00
503,5,11:00,23:30
503,6,5:15,21:00
504,0,9:45,20:15
504,1,9:45,20:15
504,2,5:15,23:59
504,3,00:00,1:15
504,3,12:45,19:30
504,6,12:45,19:30
504,4,5:30,21:30
504,5,5:30,21:30
505,0,00:00,23:59
505,4,8:45,19:00
505,1,15:30,17:45
505,6,15:30,17:45
505,2,17:00,18:15
505,3,5:15,23:59
505,4,00:00,3:00
505,5,8:30,13:30
506,0,11:00,21:45
506,1,10:15,20:45
506,2,16:45,20:00
506,3,12:30,23:59
506,4,00:00,12:15
506,4,6:30,15:45
506,5,5:15,9:15
506,6,9:45,23:00
507,0,6:00,17:30
507,1,6:00,17:30
507,2,10:30,23:30
507,3,12:00,20:30
507,4,7:30,16:45
507,5,8:15,19:00
507,6,6:30,8:00
508,0,15:45,16:00
508,1,13:30,16:30
508,6,13:30,16:30
508,2,6:15,23:59
508,3,00:00,1:45
508,3,11:30,14:30
508,4,11:30,14:30
508,5,14:15,21:00
509,6,10:00,18:00
509,1,10:15,17:45
509,2,11:30,21:15
509,4,11:30,21:15
509,3,6:30,19:00
509,5,5:00,23:59
509,6,00:00,1:00
510,0,12:30,15:00
510,1,12:30,15:00
510,2,5:00,9:15
510,3,5:00,9:15
510,4,7:45,19:30
510,5,6:45,20:30
510,6,12:00,12:00
511,6,13:45,23:59
511,0,00:00,3:15
511,1,13:00,23:59
511,2,00:00,1:00
511,2,16:00,21:00
511,4,16:00,21:00
511,3,17:45,18:15
511,5,11:30,16:00
512,0,12:30,13:45
512,1,14:15,20:00
512,2,15:30,16:45
512,3,6:00,16:15
512,4,15:30,17:30
512,5,5:30,19:30
512,6,5:30,19:30
513,0,12:30,23:59
513,1,00:00,2:15
513,1,16:00,22:30
513,2,6:00,21:45
513,3,7:45,13:15
513,4,8:30,23:59
513,5,00:00,2:15
513,5,12:30,20:30
513,6,7:15,17:45
514,0,15:15,23:59
514,1,00:00,3:15
514,1,9:45,12:00
514,5,9:45,12:00
514,2,17:00,23:59
514,3,00:00,12:15
514,3,17:15,23:30
514,4,17:30,20:45
514,6,5:15,23:59
514,0,00:00,2:00
515,0,10:15,20:30
515,1,10:15,20:30
515,2,15:45,23:59
515,3,00:00,3:15
515,3,15:45,23:59
515,4,00:00,3:15
515,4,14:15,23:59
515,5,00:00,2:45
515,5,11:15,23:30
515,6,13:00,23:59
515,0,00:00,1:00
516,0,00:00,23:59
516,3,00:00,23:59
516,5,13:45,14:00
516,4,12:30,14:30
517,0,11:45,12:15
517,1,12:15,14:45
517,2,11:00,15:30
517,3,13:15,20:30
517,4,9:15,22:30
517,5,9:15,22:30
517,6,17:00,21:30
518,0,11:30,18:30
518,3,12:15,23:59
518,4,00:00,1:15
518,5,15:45,23:59
518,6,00:00,2:15
518,6,12:30,16:00
519,0,5:45,7:15
519,1,8:30,23:59
519,2,00:00,2:30
519,2,8:30,23:59
519,3,00:00,2:30
519,3,5:15,13:15
519,4,6:30,23:59
519,5,00:00,1:30
519,5,5:45,9:00
519,6,12:45,23:59
519,0,00:00,1:30
520,0,5:45,8:15
520,1,10:00,12:30
520,2,11:30,21:30
520,3,8:45,9:00
520,4,13:15,23:59
520,5,00:00,2:15
520,5,11:00,23:59
520,6,00:00,1:15
520,6,13:00,23:59
520,0,00:00,12:45
521,0,00:00,23:59
521,2,15:15,20:45
521,1,14:00,16:15
521,4,14:00,16:15
521,3,15:00,23:59
521,4,00:00,1:15
521,5,15:15,22:00
521,6,13:45,18:00
522,0,00:00,23:59
522,2,12:00,23:59
522,3,00:00,1:15
522,1,5:30,21:00
522,4,5:30,21:00
522,3,15:00,16:45
522,5,5:15,16:30
522,6,9:45,17:45
523,0,00:00,23:59
523,4,5:30,18:30
523,1,12:45,17:45
523,2,7:00,23:00
523,5,7:00,23:00
523,3,16:00,21:00
523,6,6:30,10:30
524,0,00:00,23:59
524,2,5:45,7:45
524,1,15:30,23:00
524,3,7:00,17:15
524,5,7:00,17:15
524,4,15:00,23:59
524,5,00:00,2:00
524,6,15:30,22:45
525,0,6:45,8:45
525,1,6:45,8:45
525,2,11:15,14:00
525,3,17:30,23:59
525,4,00:00,2:00
525,4,12:15,23:59
525,5,00:00,3:45
525,5,14:30,20:15
525,6,8:15,19:15
526,0,17:45,18:30
526,1,17:45,18:30
526,2,17:45,18:30
526,3,10:00,19:30
526,4,16:00,18:00
526,5,11:00,23:59
526,6,00:00,2:15
526,6,11:00,23:59
526,0,00:00,2:15
527,0,00:00,23:59
527,5,14:15,16:15
527,1,17:30,20:15
527,2,13:45,23:59
527,3,00:00,12:45
527,3,9:00,16:15
527,6,9:00,16:15
527,4,6:15,10:45
528,0,16:00,23:00
528,1,5:45,13:30
528,2,17:00,22:45
528,3,5:30,14:45
528,4,14:15,23:59
528,5,00:00,1:00
528,5,14:15,23:59
528,6,00:00,1:00
528,6,9:15,13:45
529,0,00:00,23:59
529,1,00:00,23:59
529,5,13:00,21:00
529,2,12:30,18:30
529,3,5:30,23:30
529,4,12:45,13:45
529,6,6:00,17:30
530,0,15:45,23:59
530,1,00:00,3:15
530,1,15:45,23:59
530,2,00:00,3:15
530,2,16:00,17:30
530,3,17:00,23:59
530,4,00:00,12:45
530,4,17:00,23:59
530,5,00:00,12:45
530,5,17:30,23:59
530,6,00:00,1:30
530,6,8:30,22:45
531,0,17:15,18:00
531,1,17:15,18:00
531,2,15:45,19:45
531,3,9:30,23:30
531,4,7:45,12:30
531,5,5:30,9:15
531,6,5:30,21:30
532,0,00:00,23:59
532,2,17:00,23:59
532,3,00:00,1:45
532,1,13:00,17:15
532,3,6:30,11:30
532,4,7:15,12:00
532,5,8:00,23:59
532,6,00:00,3:00
532,6,17:45,21:45
533,3,00:00,23:59
533,0,5:30,11:45
533,1,5:00,19:00
533,5,5:00,19:00
533,2,10:45,20:15
533,4,10:45,20:15
533,6,5:15,23:59
533,0,00:00,2:30
534,0,9:45,19:45
534,1,9:45,19:45
534,2,5:00,7:15
534,3,11:15,17:30
534,4,11:15,17:30
534,5,15:00,23:59
534,6,00:00,1:45
534,6,5:45,19:15
535,0,7:15,12:45
535,1,10:15,13:00
535,2,10:15,13:00
535,3,12:30,23:59
535,4,00:00,2:45
535,4,14:45,23:45
535,5,10:15,20:45
535,6,11:15,19:00
536,6,00:00,23:59
536,2,15:00,17:30
536,1,12:00,14:45
536,3,17:30,20:45
536,4,10:00,19:30
536,5,8:45,16:45
537,0,7:15,10:30
537,1,7:15,10:30
537,2,6:45,9:00
537,5,6:45,9:00
537,3,16:45,23:59
537,4,00:00,12:30
537,6,16:45,23:59
537,0,00:00,12:30
537,4,16:00,20:00
538,6,00:00,23:59
538,2,16:15,20:30
538,1,7:45,11:30
538,3,8:30,22:30
538,4,8:30,22:30
538,5,10:30,18:30
539,6,8:30,16:00
539,1,17:15,21:30
539,3,17:15,21:30
539,2,15:00,19:15
539,5,15:00,19:15
539,4,15:30,23:59
539,5,00:00,1:15
540,0,14:30,23:59
540,1,00:00,1:45
540,1,5:30,23:59
540,2,00:00,2:00
540,2,5:30,23:59
540,3,00:00,2:00
540,3,15:45,23:59
540,4,00:00,1:00
540,4,15:45,23:59
540,5,00:00,1:00
540,5,17:30,23:15
540,6,6:15,17:30
541,6,9:45,19:15
541,3,13:15,19:00
541,4,17:30,18:45
542,0,7:30,15:30
542,1,9:30,23:59
542,2,00:00,3:00
542,2,15:00,23:59
542,3,00:00,12:00
542,3,7:45,11:30
542,4,5:15,7:00
542,5,9:15,23:59
542,6,00:00,1:45
542,6,16:00,23:59
542,0,00:00,12:30
543,0,7:45,23:00
543,1,8:45,15:15
543,4,5:00,12:15
543,5,16:45,21:00
544,0,00:00,23:59
544,2,13:45,18:45
544,1,9:30,18:45
544,5,9:30,18:45
544,3,13:30,23:59
544,4,00:00,12:45
544,4,11:15,13:00
544,6,15:15,23:59
544,0,00:00,1:45
545,0,00:00,23:59
545,2,14:45,18:15
545,3,14:45,18:15
545,1,5:15,23:59
545,2,00:00,1:00
545,4,13:00,19:30
545,5,16:45,23:59
545,6,00:00,2:30
545,6,7:15,23:59
545,0,00:00,2:45
546,0,11:45,23:45
546,1,7:30,21:00
546,2,10:45,12:00
546,5,10:45,12:00
546,3,8:30,12:30
546,4,6:00,23:59
546,5,00:00,1:00
546,6,10:15,21:00
547,0,5:45,13:30
547,1,5:45,13:30
547,2,12:15,13:45
547,6,12:15,13:45
547,3,15:30,23:45
547,4,5:15,23:15
547,5,8:30,23:59
547,6,00:00,1:15
548,0,00:00,23:59
548,5,11:30,23:59
548,6,00:00,1:00
548,1,5:15,6:15
548,2,13:00,16:45
548,3,12:30,21:45
548,4,9:45,23:59
548,5,00:00,1:00
548,6,12:45,20:30
549,0,00:00,23:59
549,2,8:45,23:59
549,3,00:00,1:45
549,1,10:30,12:15
549,3,10:30,12:15
549,4,9:45,12:45
549,5,16:15,23:59
549,6,00:00,2:30
549,6,16:00,20:45
550,0,00:00,23:59
550,1,00:00,23:59
550,3,12:45,16:15
550,2,5:30,19:45
550,6,5:30,19:45
550,4,13:30,22:15
550,5,13:30,22:15
551,0,00:00,23:59
551,4,12:15,19:45
551,1,16:30,17:15
551,2,6:00,16:45
551,3,6:00,16:45
551,5,11:45,23:59
551,6,00:00,3:30
551,6,16:45,22:00
552,0,00:00,23:59
552,2,7:30,19:15
552,1,7:30,23:59
552,2,00:00,3:30
552,3,5:00,23:59
552,4,00:00,2:00
552,4,5:00,23:59
552,5,00:00,2:00
552,5,10:00,21:30
552,6,13:15,16:30
553,0,8:45,20:00
553,4,14:30,23:45
553,5,17:45,23:59
553,6,00:00,3:00
554,0,8:00,17:30
554,1,7:30,12:15
554,2,11:30,23:59
554,3,00:00,3:00
554,4,11:30,23:59
554,5,00:00,3:00
554,3,5:15,23:59
554,4,00:00,3:30
554,5,10:45,17:30
554,6,10:45,17:30
555,0,6:00,15:45
555,1,12:45,22:00
555,2,7:15,20:00
555,3,13:00,19:45
555,4,13:00,19:45
555,5,15:15,23:59
555,6,00:00,2:30
555,6,13:30,21:00
556,0,00:00,23:59
556,2,15:00,23:59
556,3,00:00,3:30
556,1,5:15,19:45
556,3,9:30,11:30
556,4,8:45,22:30
556,5,5:00,21:30
556,6,7:45,16:45
557,0,6:45,22:45
557,1,17:45,22:15
557,2,7:00,19:15
557,4,7:00,19:15
557,3,11:00,12:30
557,5,12:15,23:30
557,6,7:00,23:59
557,0,00:00,3:45
558,0,00:00,23:59
558,2,00:00,23:59
558,4,5:15,13:45
558,1,12:45,15:30
558,3,17:15,23:59
558,4,00:00,1:00
558,5,5:45,23:00
558,6,7:45,8:15
559,0,9:15,13:45
559,1,13:30,23:59
559,2,00:00,1:15
559,2,13:45,22:30
559,3,5:30,9:15
559,4,15:45,21:45
559,6,15:45,21:45
559,5,11:00,19:45
560,0,17:30,18:15
560,1,16:00,23:59
560,2,00:00,1:45
560,2,5:00,23:59
560,3,00:00,3:45
560,3,16:45,21:30
560,4,14:45,17:15
560,5,10:00,11:00
560,6,5:00,23:59
560,0,00:00,1:30
561,0,00:00,23:59
561,2,9:45,11:00
561,1,13:15,16:30
561,3,13:15,16:30
561,4,6:45,12:15
561,5,6:45,22:30
561,6,9:45,14:45
562,0,16:45,23:59
562,1,00:00,3:45
562,1,8:30,21:30
562,2,8:30,21:30
562,3,8:30,21:30
562,4,15:00,21:45
562,6,15:00,21:45
562,5,17:45,23:59
562,6,00:00,2:00
563,0,00:00,23:59
563,3,10:45,16:15
563,1,17:30,23:45
563,2,15:00,23:59
563,3,00:00,3:45
563,4,14:45,23:15
563,6,14:45,23:15
563,5,8:30,19:15
564,0,6:00,23:00
564,1,6:00,23:00
564,2,8:00,18:30
564,3,8:00,18:30
564,4,11:30,12:30
564,6,11:30,12:30
564,5,17:15,22:00
565,0,7:00,18:45
565,1,10:45,16:00
565,2,17:45,23:59
565,3,00:00,3:00
565,3,10:45,11:30
565,5,10:45,11:30
565,4,17:30,23:15
565,6,12:30,17:45
566,0,00:00,23:59
566,2,10:45,23:45
566,1,6:00,11:30
566,3,5:00,16:45
566,4,7:00,20:00
566,5,15:15,23:59
566,6,00:00,1:45
566,6,6:30,18:30
567,6,9:30,17:15
567,1,16:30,23:59
567,2,00:00,12:45
567,2,17:45,21:15
567,5,17:45,21:15
567,3,11:15,13:30
567,4,11:15,13:30
568,0,10:15,17:15
568,1,13:30,17:45
568,2,8:00,23:59
568,3,00:00,3:00
568,3,8:00,23:59
568,4,00:00,3:00
568,4,14:00,20:00
568,5,6:30,9:45
568,6,8:45,15:30
569,0,16:00,19:00
569,1,7:15,23:45
569,2,7:15,23:45
569,3,13:15,23:59
569,4,00:00,12:00
569,4,7:30,12:30
569,5,11:00,15:30
569,6,11:30,19:15
570,0,10:45,12:00
570,1,17:45,22:45
570,6,17:45,22:45
570,2,13:00,19:15
570,3,10:15,18:15
570,4,6:00,8:45
570,5,6:00,8:45
571,0,12:30,13:15
571,1,13:45,21:45
571,2,10:00,11:45
571,3,16:15,23:59
571,4,00:00,2:15
571,4,14:15,16:30
571,5,13:15,15:45
571,6,13:15,15:45
572,0,13:15,18:15
572,1,5:30,11:30
572,4,5:30,11:30
572,2,11:15,23:59
572,3,00:00,1:00
572,3,10:15,15:45
572,5,17:15,19:45
572,6,17:15,19:45
573,0,00:00,23:59
573,1,00:00,23:59
573,4,16:45,23:59
573,5,00:00,12:30
573,2,5:30,19:15
573,3,16:30,18:30
573,5,16:30,18:30
573,6,14:15,23:30
574,0,5:30,23:59
574,1,00:00,2:00
574,1,17:15,23:59
574,2,00:00,1:45
574,2,14:00,16:15
574,3,8:00,12:30
574,4,8:00,11:30
574,5,8:00,11:30
574,6,6:00,23:59
574,0,00:00,1:00
575,0,9:00,16:30
575,1,13:00,23:59
575,2,00:00,1:45
575,2,7:30,21:15
575,3,14:45,21:45
575,4,14:45,20:00
575,6,14:45,20:00
575,5,11:30,14:30
576,0,8:00,9:00
576,3,15:15,19:45
576,5,10:45,12:00
576,6,12:00,23:59
576,0,00:00,3:15
577,6,15:45,23:59
577,0,00:00,2:15
577,0,15:45,23:59
577,1,00:00,2:15
577,2,10:00,15:45
577,3,13:30,23:59
577,4,00:00,1:00
577,4,13:30,23:59
577,5,00:00,1:00
577,5,14:45,23:59
577,6,00:00,2:30
578,0,00:00,23:59
578,5,6:45,17:30
578,1,13:00,23:59
578,2,00:00,3:45
578,2,10:45,13:15
578,3,17:45,21:00
578,4,17:45,21:00
578,6,12:15,23:59
578,0,00:00,2:45
579,0,17:15,23:59
579,1,00:00,2:00
579,1,8:15,23:59
579,2,00:00,1:30
579,2,8:15,23:59
579,3,00:00,1:30
579,3,12:00,21:45
579,4,6:30,10:30
579,5,8:45,23:59
579,6,00:00,1:30
579,6,8:00,12:30
580,0,5:00,17:15
580,1,16:00,23:59
580,2,00:00,12:00
580,2,16:00,23:59
580,3,00:00,12:00
580,3,9:00,21:15
580,4,9:30,23:59
580,5,00:00,2:00
580,5,13:45,20:00
580,6,7:15,21:30
581,0,17:00,21:15
581,1,7:45,17:30
581,2,7:45,17:30
581,3,16:30,20:15
581,4,14:00,18:30
581,5,12:30,17:15
581,6,6:30,23:59
581,0,00:00,2:30
582,0,9:30,10:00
582,1,11:45,22:45
582,5,11:45,22:45
582,2,14:45,23:59
582,3,00:00,1:30
582,4,14:45,23:59
582,5,00:00,1:30
582,3,14:30,23:59
582,4,00:00,3:30
582,6,10:15,20:30
583,0,15:00,23:59
583,1,00:00,3:30
583,1,15:00,23:59
583,2,00:00,3:30
583,2,11:00,21:00
583,3,11:00,21:00
583,4,16:45,19:00
583,5,6:30,16:45
583,6,16:30,23:59
583,0,00:00,12:00
584,0,10:00,19:30
584,1,10:00,19:30
584,2,6:30,13:00
584,6,6:30,13:00
584,3,9:00,23:15
584,4,5:00,17:45
584,5,5:00,17:45
585,0,14:30,23:59
585,1,00:00,12:30
585,1,14:30,16:45
585,2,17:00,23:59
585,3,00:00,1:00
585,3,9:45,13:30
585,4,14:15,23:59
585,5,00:00,3:15
585,5,8:15,23:59
585,6,00:00,3:30
585,6,13:45,15:15
586,0,00:00,23:59
586,1,00:00,23:59
586,4,14:30,16:00
586,2,12:00,14:45
586,3,12:00,14:45
586,5,12:15,23:15
586,6,6:30,12:00
587,0,8:00,9:00
587,2,13:45,17:15
587,5,6:30,21:45
587,6,13:00,19:45
588,0,8:15,23:30
588,1,13:30,19:00
588,2,8:00,22:45
588,3,8:00,22:45
588,4,17:30,19:45
588,6,17:30,19:45
588,5,13:15,16:30
589,0,00:00,23:59
589,2,13:30,15:30
589,1,13:15,14:45
589,6,13:15,14:45
589,3,16:00,21:00
589,5,16:00,21:00
589,4,13:30,23:59
589,5,00:00,3:15
590,0,00:00,23:59
590,4,7:15,23:45
590,1,10:45,20:15
590,2,12:15,19:00
590,3,11:45,23:59
590,4,00:00,3:30
590,5,17:45,23:59
590,6,00:00,12:30
590,6,8:15,11:45
591,0,15:45,23:59
591,1,00:00,12:30
591,1,15:45,23:59
591,2,00:00,12:30
591,2,7:00,23:59
591,3,00:00,1:15
591,3,8:00,23:30
591,4,11:45,16:30
591,6,11:45,16:30
591,5,13:00,23:59
591,6,00:00,3:30
592,0,8:15,13:45
592,1,13:45,18:45
592,2,5:00,11:45
592,3,7:15,8:30
592,5,7:15,8:30
592,4,16:00,23:59
592,5,00:00,12:45
592,6,8:30,14:00
593,0,7:15,14:15
593,1,5:15,16:15
593,2,5:30,7:45
593,3,11:30,13:30
593,5,11:30,13:30
593,4,5:30,8:15
593,6,9:15,14:45
594,0,8:15,23:59
594,1,00:00,1:15
594,1,9:30,23:59
594,2,00:00,2:00
594,2,13:30,17:15
594,3,8:45,23:59
594,4,00:00,3:45
594,4,5:00,16:00
594,5,5:00,16:00
594,6,11:15,14:45
595,0,17:30,23:59
595,1,00:00,3:15
595,1,14:00,19:15
595,5,14:00,19:15
595,2,5:30,6:00
595,3,11:45,13:15
595,4,11:45,23:45
595,6,11:45,23:45
596,0,10:15,18:15
596,1,10:15,18:15
596,2,6:15,11:00
596,6,6:15,11:00
596,3,13:30,23:59
596,4,00:00,3:00
596,5,13:30,23:59
596,6,00:00,3:00
596,4,17:45,20:30
597,0,15:15,18:45
597,1,14:00,23:59
597,2,00:00,3:30
597,2,14:00,23:59
597,3,00:00,3:30
597,3,10:45,23:59
597,4,00:00,1:00
597,5,10:45,23:59
597,6,00:00,1:00
597,4,14:00,15:00
597,6,5:30,14:00
598,0,6:45,12:00
598,1,13:00,19:45
598,2,13:00,19:45
598,3,13:00,19:45
598,4,11:15,22:30
598,5,15:00,22:30
598,6,9:45,15:30
599,0,00:00,23:59
599,3,7:00,23:45
599,1,6:00,22:15
599,2,15:30,23:59
599,3,00:00,2:15
599,4,15:30,23:59
599,5,00:00,2:15
599,5,17:15,18:45
599,6,17:15,18:45
600,0,14:15,23:59
600,1,00:00,12:15
600,1,9:45,15:00
600,2,9:45,15:00
600,3,7:45,12:15
600,4,16:15,19:45
600,6,16:15,19:45
600,5,12:30,14:45
601,0,13:45,15:30
601,1,13:45,15:30
601,2,9:15,15:00
601,3,12:45,23:59
601,4,00:00,2:45
601,4,10:30,21:00
601,5,8:30,17:30
601,6,16:15,19:15
602,0,12:15,22:15
602,1,10:00,13:45
602,2,8:15,12:45
602,3,15:15,21:15
602,4,17:45,23:59
602,5,00:00,1:30
602,5,6:45,22:00
602,6,10:30,11:00
603,0,00:00,23:59
603,3,10:00,23:59
603,4,00:00,1:15
603,1,15:45,23:59
603,2,00:00,3:45
603,2,13:30,20:15
603,4,12:45,22:45
603,5,12:45,17:30
603,6,14:15,20:00
604,0,11:45,15:45
604,1,5:45,23:59
604,2,00:00,1:15
604,2,13:30,21:00
604,5,13:30,21:00
604,3,10:15,11:15
604,4,10:15,11:15
604,6,11:45,18:15
605,0,00:00,23:59
605,5,17:00,21:15
605,1,7:30,12:45
605,2,10:45,12:00
605,3,15:00,18:30
605,4,9:45,20:30
605,6,10:00,12:15
606,0,11:15,13:30
606,1,14:00,18:00
606,2,14:00,18:00
606,3,15:45,20:15
606,6,15:45,20:15
606,4,11:45,12:15
606,5,13:15,22:15
607,0,11:00,23:59
607,1,00:00,2:00
607,1,11:00,23:59
607,2,00:00,2:00
607,2,15:15,18:30
607,3,15:30,23:45
607,4,13:45,23:59
607,5,00:00,3:45
607,5,5:45,7:45
607,6,8:30,21:00
608,0,5:15,18:15
608,1,11:45,13:30
608,2,15:45,16:15
608,3,6:45,11:30
608,4,14:30,23:59
608,5,00:00,12:30
608,5,14:30,23:59
608,6,00:00,12:30
608,6,10:15,23:59
608,0,00:00,2:30
609,0,17:00,23:59
609,1,00:00,12:15
609,1,17:00,23:59
609,2,00:00,12:15
609,2,14:30,23:59
609,3,00:00,12:45
609,3,5:00,10:15
609,4,9:30,20:30
609,5,6:30,16:15
609,6,9:00,15:45
610,0,16:45,17:45
610,1,16:45,17:45
610,2,14:15,16:45
610,3,13:15,21:15
610,4,10:15,11:30
610,5,10:15,11:30
610,6,17:30,19:45
611,0,10:15,12:45
611,1,10:15,12:45
611,2,13:00,18:30
611,5,13:00,18:30
611,3,13:30,15:15
611,6,13:30,15:15
611,4,8:00,17:45
612,0,00:00,23:59
612,5,9:00,21:15
612,1,13:00,23:45
612,2,6:00,20:30
612,3,6:00,20:30
612,4,7:00,12:00
612,6,15:45,23:59
612,0,00:00,1:15
613,0,7:30,16:00
613,1,7:30,16:00
613,2,8:00,23:59
613,3,00:00,3:15
613,3,10:00,11:30
613,4,14:15,23:30
613,5,9:30,17:45
613,6,14:30,16:15
614,0,6:15,20:00
614,1,6:15,20:00
614,2,8:00,14:15
614,3,6:30,23:59
614,4,00:00,2:00
614,4,13:00,23:59
614,5,00:00,12:45
614,5,14:15,18:45
614,6,13:30,23:59
614,0,00:00,1:00
615,0,00:00,23:59
615,3,6:15,8:30
615,1,17:00,23:59
615,2,00:00,12:30
615,2,12:00,12:45
615,4,10:15,13:30
615,5,16:00,23:59
615,6,00:00,12:15
615,6,14:00,22:00
616,0,8:45,18:00
616,1,15:45,18:00
616,4,15:45,18:00
616,2,17:45,19:30
616,3,17:00,19:15
616,6,17:00,19:15
616,5,11:00,20:45
617,0,12:15,22:30
617,1,12:30,23:45
617,6,12:30,23:45
617,2,8:15,18:00
617,3,10:45,23:15
617,4,10:45,23:15
617,5,12:45,18:15
618,0,00:00,23:59
618,3,7:45,8:00
618,4,7:45,8:00
618,1,12:30,23:59
618,2,00:00,12:00
618,2,9:15,19:15
618,5,6:00,11:45
618,6,7:00,17:00
619,6,17:00,23:59
619,0,00:00,2:30
619,1,7:15,21:00
619,3,7:15,21:00
619,2,14:45,23:30
619,4,7:15,11:45
619,5,5:45,12:45
620,6,7:00,15:00
620,0,7:00,15:00
620,2,14:15,21:45
620,3,12:30,22:45
620,4,6:15,7:15
620,5,6:00,8:00
621,0,17:00,18:15
621,1,17:00,18:15
621,2,15:45,17:00
621,3,12:45,15:45
621,4,12:45,15:45
621,5,8:00,11:30
621,6,15:00,23:59
621,0,00:00,2:00
622,0,00:00,23:59
622,3,7:30,9:45
622,1,5:30,8:15
622,2,5:30,8:15
622,4,14:30,20:00
622,5,7:30,21:30
622,6,8:45,21:30
623,0,00:00,23:59
623,1,00:00,23:59
623,4,9:45,17:15
623,2,7:30,23:59
